Date,Commodity,District,Rainfall_Index_mm,Mandi_Arrival_Tonnes,Modal_Price
2025-09-19,Apple,Poonch,16.52,84.55,7462.8
2025-04-07,Apple,Kathua,17.35,89.02,7359.86
2024-11-13,Paddy,Jammu,4.86,94.08,2037.81
2025-09-30,Apple,Udhampur,6.15,33.28,7458.17
2023-12-22,Apple,Poonch,3.61,63.16,7413.68
2025-10-04,Mustard,Jammu,26.96,96.41,5622.67
2026-03-02,Wheat,Rajouri,1.26,145.77,2029.61
2025-06-06,Maize,Poonch,27.14,111.87,1996.73
2023-05-07,Wheat,Udhampur,11.52,139.16,2102.48
2026-02-03,Mustard,Udhampur,7.58,116.71,5505.92
2025-10-05,Maize,Rajouri,0.33,92.84,1956.2
2024-08-26,Apple,Rajouri,6.45,36.88,7484.94
2025-10-10,Mustard,Poonch,5.24,103.34,5549.73
2023-02-20,Apple,Kathua,1.76,97.27,7377.4
2025-11-18,Paddy,Rajouri,10.68,94.35,2096.06
2025-02-17,Mustard,Kathua,35.46,78.57,5574.42
2025-03-24,Paddy,Jammu,8.26,84.01,2085.68
2024-02-24,Mustard,Udhampur,12.54,56.82,5626.48
2025-09-09,Mustard,Kathua,0.71,82.7,5561.02
2025-04-04,Paddy,Udhampur,5.41,37.66,2112.67
2025-10-21,Maize,Kathua,1.24,122.72,1880.23
2024-07-20,Wheat,Jammu,9.49,36.01,2225.52
2024-01-06,Apple,Rajouri,27.88,21.9,7580.5
2025-07-24,Mustard,Jammu,10.84,71.07,5624.61
2024-10-22,Apple,Rajouri,0.8,102.16,7330.98
2025-08-26,Paddy,Rajouri,4.38,71.28,2130.95
2026-03-06,Apple,Udhampur,8.0,48.75,7458.03
2023-07-21,Paddy,Jammu,5.16,88.14,2061.71
2023-11-09,Apple,Kathua,17.94,58.58,7460.03
2023-04-27,Wheat,Jammu,16.86,140.6,2151.65
2025-07-25,Wheat,Udhampur,9.46,139.17,2111.17
2024-07-28,Wheat,Rajouri,4.68,80.33,2271.89
2023-09-01,Wheat,Udhampur,2.95,55.9,2162.24
2024-06-20,Wheat,Poonch,1.12,113.2,2132.1
2023-03-16,Wheat,Poonch,4.38,15.14,2242.49
2024-01-21,Paddy,Kathua,5.33,76.47,2046.23
2024-04-19,Mustard,Udhampur,11.26,57.09,5599.91
2024-02-22,Apple,Kathua,10.73,138.88,7332.2
2023-12-13,Wheat,Kathua,0.73,11.68,2391.13
2024-10-01,Paddy,Poonch,5.03,87.39,2059.72
2025-07-27,Paddy,Kathua,2.01,113.69,1968.04
2025-08-12,Paddy,Poonch,1.71,77.9,2083.91
2025-05-25,Mustard,Rajouri,17.56,21.96,5579.89
2025-02-01,Apple,Udhampur,0.43,146.14,7278.03
2024-10-25,Mustard,Kathua,5.43,82.52,5544.32
2023-01-25,Maize,Poonch,1.84,95.99,1987.66
2024-12-10,Paddy,Jammu,21.15,43.13,2229.8
2026-03-30,Maize,Kathua,8.14,77.69,1976.85
2023-06-26,Wheat,Rajouri,2.63,70.08,2171.52
2023-10-12,Wheat,Rajouri,6.98,20.49,2232.13
2023-03-04,Mustard,Jammu,13.15,24.86,5604.03
2025-09-29,Apple,Poonch,31.73,127.25,7424.61
2024-10-23,Maize,Kathua,2.49,43.57,1975.3
2024-10-27,Apple,Poonch,21.73,37.29,7494.94
2023-06-05,Mustard,Rajouri,27.23,80.69,5571.32
2025-12-08,Wheat,Poonch,24.82,117.62,2202.73
2025-08-24,Apple,Rajouri,10.09,18.67,7585.35
2025-04-28,Apple,Poonch,9.94,90.75,7337.11
2026-01-12,Wheat,Jammu,5.16,26.69,2168.09
2024-11-19,Maize,Udhampur,13.96,15.1,2106.4
2023-05-28,Wheat,Jammu,7.58,17.38,2273.89
2023-12-08,Apple,Jammu,11.31,126.78,7355.86
2024-04-20,Maize,Udhampur,5.59,26.52,2048.02
2025-12-22,Maize,Udhampur,13.15,16.32,2098.57
2024-07-14,Wheat,Kathua,17.4,71.31,2240.25
2023-11-23,Apple,Kathua,1.58,128.16,7359.64
2026-03-10,Mustard,Jammu,17.89,46.74,5549.16
2025-09-16,Apple,Jammu,7.77,69.04,7404.7
2023-08-03,Paddy,Rajouri,18.62,15.59,2228.82
2024-03-10,Mustard,Rajouri,5.64,72.87,5517.43
2025-08-09,Maize,Kathua,4.76,90.87,2046.83
2024-12-23,Mustard,Kathua,24.66,89.93,5565.42
2023-02-01,Maize,Rajouri,2.89,56.54,2012.58
2024-10-31,Maize,Rajouri,18.59,54.17,2093.25
2023-10-12,Mustard,Poonch,6.62,24.93,5607.18
2024-03-04,Maize,Poonch,7.22,61.35,1937.98
2023-10-13,Maize,Rajouri,3.69,23.93,2046.62
2026-03-13,Paddy,Poonch,8.51,117.32,2080.58
2025-11-08,Apple,Udhampur,3.93,145.28,7279.5
2023-01-18,Apple,Kathua,0.4,145.81,7244.48
2025-02-07,Paddy,Kathua,3.17,131.11,2038.13
2024-08-12,Mustard,Rajouri,0.06,94.11,5494.14
2026-04-13,Wheat,Jammu,38.33,108.12,2212.52
2025-10-06,Wheat,Rajouri,33.74,49.93,2314.8
2023-07-13,Wheat,Poonch,5.03,98.31,2178.31
2024-05-16,Paddy,Jammu,13.03,73.79,2221.19
2025-09-14,Paddy,Poonch,4.24,77.48,2117.57
2026-02-10,Maize,Udhampur,11.12,116.09,2003.64
2023-04-24,Wheat,Poonch,16.37,49.47,2230.41
2025-08-04,Mustard,Udhampur,29.33,54.53,5615.9
2025-04-10,Mustard,Udhampur,5.11,139.45,5459.98
2025-07-13,Wheat,Poonch,15.29,17.87,2301.95
2023-02-24,Wheat,Poonch,3.09,77.99,2119.37
2025-03-10,Wheat,Udhampur,46.39,137.79,2208.87
2025-02-16,Paddy,Jammu,0.26,95.45,2058.63
2023-06-11,Paddy,Udhampur,9.25,86.5,2099.07
2023-03-28,Paddy,Kathua,10.77,44.96,2172.72
2023-02-24,Apple,Udhampur,11.65,58.06,7463.28
2025-10-28,Mustard,Jammu,1.28,129.29,5437.35
2025-04-12,Mustard,Kathua,27.89,88.29,5583.69
2023-11-09,Maize,Rajouri,2.0,82.06,1919.36
2025-01-28,Paddy,Rajouri,9.75,23.94,2258.6
2024-03-18,Apple,Jammu,2.52,12.24,7490.31
2023-11-24,Apple,Udhampur,3.67,144.92,7284.25
2025-12-13,Mustard,Poonch,7.91,62.78,5539.35
2025-01-30,Paddy,Jammu,5.4,94.45,2190.71
2024-08-01,Maize,Kathua,1.75,21.16,2015.56
2025-12-10,Paddy,Kathua,1.87,105.64,2011.23
2025-10-03,Wheat,Rajouri,5.42,140.56,2100.22
2023-04-06,Paddy,Kathua,14.16,90.59,2119.44
2026-01-16,Wheat,Jammu,22.82,27.66,2349.64
2026-01-06,Wheat,Kathua,0.88,91.44,2222.0
2026-02-17,Maize,Jammu,4.99,117.29,1952.81
2025-03-24,Mustard,Poonch,1.06,66.9,5505.52
2024-05-05,Paddy,Rajouri,0.17,133.18,1972.21
2024-03-27,Wheat,Kathua,10.84,100.82,2172.31
2023-06-14,Paddy,Jammu,9.22,135.89,2101.74
2023-07-01,Mustard,Udhampur,1.78,97.29,5446.86
2024-04-13,Mustard,Rajouri,2.66,28.38,5670.06
2025-06-28,Apple,Poonch,0.24,53.36,7428.82
2025-01-04,Mustard,Jammu,18.01,38.25,5687.96
2025-04-02,Maize,Poonch,36.77,137.24,1997.21
2025-08-01,Wheat,Poonch,1.46,116.46,2067.07
2023-01-07,Apple,Kathua,2.63,104.7,7385.16
2023-11-26,Maize,Kathua,20.28,52.14,2106.14
2025-02-13,Paddy,Jammu,26.1,35.77,2256.61
2023-05-31,Wheat,Udhampur,5.44,115.9,2117.96
2026-01-13,Mustard,Jammu,0.52,76.38,5510.1
2023-05-27,Wheat,Udhampur,0.4,41.61,2143.72
2025-07-03,Paddy,Poonch,8.53,96.33,2102.67
2024-11-30,Apple,Rajouri,4.99,15.65,7511.57
2023-03-23,Apple,Jammu,0.29,55.66,7373.98
2024-05-28,Apple,Jammu,8.75,75.6,7390.36
2025-03-25,Mustard,Udhampur,0.11,30.71,5583.28
2024-12-09,Maize,Poonch,15.48,147.85,1851.03
2025-01-15,Maize,Poonch,3.66,39.27,2006.01
2025-10-19,Wheat,Udhampur,0.41,28.25,2182.91
2024-12-07,Mustard,Poonch,8.88,38.49,5602.12
2024-04-15,Apple,Kathua,5.07,117.67,7306.48
2026-02-16,Apple,Rajouri,36.42,69.57,7438.97
2024-01-31,Paddy,Jammu,7.86,89.16,2165.43
2023-09-18,Paddy,Rajouri,3.22,12.94,2230.26
2025-03-15,Apple,Jammu,12.36,14.82,7482.27
2025-07-22,Apple,Kathua,3.17,72.42,7413.77
2025-06-23,Mustard,Poonch,23.46,124.33,5557.36
2025-12-12,Maize,Udhampur,4.7,133.93,1957.74
2025-07-28,Paddy,Kathua,7.98,22.14,2138.49
2025-05-03,Maize,Rajouri,0.52,85.37,2012.75
2024-08-15,Mustard,Udhampur,5.55,137.85,5436.33
2024-12-14,Apple,Poonch,17.86,64.32,7400.56
2026-03-27,Maize,Kathua,16.38,126.14,1985.79
2024-09-23,Apple,Udhampur,2.54,28.72,7523.13
2023-02-28,Apple,Kathua,2.56,140.96,7413.21
2023-05-08,Wheat,Kathua,17.0,115.2,2102.61
2025-01-05,Maize,Poonch,26.65,141.79,1994.05
2024-12-21,Maize,Jammu,1.0,104.73,1917.66
2026-02-12,Apple,Udhampur,5.98,60.88,7463.07
2024-06-09,Mustard,Poonch,4.12,141.35,5384.99
2024-06-04,Wheat,Kathua,20.46,48.58,2210.78
2024-07-05,Apple,Poonch,0.87,56.5,7383.12
2023-08-25,Paddy,Jammu,2.37,108.11,2031.97
2024-05-08,Paddy,Udhampur,13.96,117.14,2023.11
2023-01-04,Wheat,Jammu,0.53,140.12,2096.17
2024-10-27,Mustard,Rajouri,6.78,38.67,5659.9
2024-03-17,Apple,Udhampur,5.84,121.72,7363.09
2023-01-29,Maize,Jammu,4.07,113.4,2005.77
2026-02-06,Wheat,Kathua,5.02,18.93,2281.38
2024-09-01,Mustard,Udhampur,7.55,64.21,5523.08
2025-03-15,Maize,Udhampur,1.76,49.59,2082.6
2023-03-16,Paddy,Poonch,8.49,52.63,2103.99
2025-04-17,Paddy,Kathua,16.37,147.61,2054.94
2026-03-15,Maize,Rajouri,14.28,99.99,2056.53
2023-05-08,Wheat,Jammu,1.67,110.47,2135.19
2023-02-11,Paddy,Poonch,1.62,146.73,1900.76
2023-02-10,Apple,Jammu,3.12,62.81,7374.45
2025-07-22,Maize,Rajouri,4.48,122.26,1980.47
2023-02-03,Maize,Rajouri,5.25,70.83,1992.94
2025-11-06,Paddy,Udhampur,11.38,131.73,2025.4
2026-03-22,Wheat,Rajouri,0.58,35.29,2258.07
2025-09-24,Apple,Jammu,0.35,142.68,7318.43
2024-08-10,Wheat,Kathua,4.97,40.63,2242.5
2023-12-08,Mustard,Kathua,11.95,55.67,5595.34
2023-01-27,Mustard,Udhampur,2.15,115.87,5469.0
2024-10-07,Paddy,Jammu,10.26,65.13,2156.74
2024-12-31,Paddy,Jammu,3.01,95.15,2074.82
2023-06-17,Paddy,Rajouri,21.72,72.24,2132.57
2024-09-01,Mustard,Jammu,22.6,113.93,5600.12
2023-09-25,Wheat,Poonch,3.53,41.97,2217.53
2025-03-31,Wheat,Rajouri,2.61,18.18,2217.76
2024-03-30,Paddy,Poonch,5.3,51.99,2087.82
2025-06-24,Apple,Udhampur,2.75,76.4,7350.16
2025-07-10,Wheat,Kathua,11.16,33.52,2248.17
2025-09-07,Mustard,Udhampur,17.49,59.67,5671.98
2024-12-02,Maize,Kathua,11.18,66.0,1990.55
2024-09-25,Maize,Udhampur,17.39,18.03,2127.08
2023-05-10,Maize,Jammu,5.06,91.66,1939.15
2025-10-16,Apple,Poonch,1.7,133.81,7293.01
2025-03-29,Paddy,Kathua,13.39,31.24,2111.04
2024-11-23,Mustard,Rajouri,4.47,93.69,5513.84
2025-03-04,Apple,Poonch,11.13,103.06,7372.31
2023-01-29,Mustard,Rajouri,3.16,68.71,5581.36
2023-05-29,Mustard,Poonch,0.85,108.15,5500.54
2023-01-11,Paddy,Poonch,49.04,67.5,2184.75
2024-11-06,Maize,Udhampur,1.7,80.65,2023.25
2026-02-10,Paddy,Kathua,44.59,11.03,2318.61
2023-07-06,Apple,Kathua,37.85,106.84,7469.79
2025-03-17,Apple,Poonch,15.79,102.59,7396.23
2025-01-13,Apple,Jammu,10.77,15.38,7488.09
2023-04-08,Paddy,Jammu,8.62,61.56,2128.05
2023-02-24,Mustard,Rajouri,20.11,147.06,5515.16
2024-09-14,Mustard,Rajouri,3.42,68.9,5478.98
2024-10-25,Wheat,Udhampur,6.31,80.27,2150.54
2025-01-27,Apple,Poonch,9.66,137.39,7313.35
2024-02-10,Mustard,Rajouri,5.3,110.42,5512.86
2023-03-10,Wheat,Rajouri,5.58,91.49,2209.32
2025-01-20,Mustard,Poonch,4.01,121.69,5445.57
2026-03-17,Apple,Udhampur,8.31,131.01,7307.67
2025-08-15,Maize,Rajouri,19.01,73.96,2016.83
2023-12-31,Apple,Udhampur,2.25,76.52,7356.35
2024-04-26,Paddy,Kathua,27.25,64.05,2158.5
2023-07-20,Mustard,Udhampur,11.68,145.34,5504.05
2023-06-03,Mustard,Jammu,17.33,107.6,5496.63
2023-03-14,Paddy,Jammu,8.12,21.65,2195.76
2024-12-13,Paddy,Udhampur,15.12,130.81,1958.58
2023-10-23,Maize,Jammu,0.16,77.28,1949.33
2025-11-06,Mustard,Kathua,17.06,19.63,5660.32
2023-03-02,Mustard,Poonch,0.41,86.96,5596.24
2025-07-27,Maize,Jammu,22.06,68.4,2045.63
2023-02-11,Wheat,Jammu,48.24,132.88,2130.99
2023-01-25,Maize,Udhampur,3.48,38.56,1953.35
2025-11-28,Apple,Kathua,2.36,125.71,7320.52
2023-05-11,Mustard,Poonch,14.5,88.08,5591.9
2023-04-18,Paddy,Udhampur,2.92,17.65,2182.76
2023-06-21,Apple,Udhampur,20.07,146.06,7352.67
2023-04-12,Mustard,Kathua,1.09,81.77,5583.13
2025-05-15,Maize,Poonch,1.35,50.72,1993.96
2024-06-07,Apple,Kathua,38.7,75.72,7550.53
2023-10-02,Mustard,Poonch,11.2,130.1,5417.25
2025-12-03,Wheat,Kathua,18.77,52.69,2215.31
2025-03-27,Wheat,Udhampur,3.92,36.97,2150.77
2025-08-14,Paddy,Udhampur,11.29,28.07,2164.65
2025-11-06,Mustard,Rajouri,9.02,51.7,5599.23
2023-11-26,Wheat,Jammu,9.24,119.21,2130.89
2023-01-12,Maize,Kathua,11.47,76.03,2015.44
2023-08-04,Mustard,Rajouri,8.57,41.85,5572.91
2023-12-05,Maize,Jammu,5.6,33.27,2049.45
2024-10-22,Maize,Kathua,3.23,56.58,1948.08
2026-01-09,Wheat,Poonch,14.64,141.59,2170.81
2024-01-09,Mustard,Jammu,2.57,58.02,5557.53
2025-09-02,Apple,Udhampur,11.79,148.34,7293.22
2024-12-10,Wheat,Rajouri,2.66,77.93,2238.12
2024-04-10,Wheat,Jammu,9.82,35.08,2197.9
2026-01-17,Mustard,Jammu,13.75,134.76,5441.21
2024-05-03,Mustard,Udhampur,2.47,74.45,5496.9
2023-02-16,Maize,Kathua,0.62,109.35,1924.9
2025-02-16,Mustard,Poonch,1.4,147.72,5452.32
2025-11-05,Maize,Udhampur,9.31,17.02,2127.55
2024-12-11,Wheat,Poonch,18.93,23.54,2416.01
2024-02-05,Paddy,Kathua,0.46,110.86,1916.96
2025-09-07,Apple,Jammu,13.25,49.46,7495.6
2026-01-14,Wheat,Poonch,4.18,35.8,2209.61
2023-09-07,Mustard,Rajouri,6.51,15.51,5621.18
2024-01-26,Apple,Rajouri,26.43,13.06,7537.1
2023-12-01,Paddy,Udhampur,4.03,118.43,1977.36
2024-09-20,Paddy,Kathua,6.26,28.82,2235.61
2023-05-17,Maize,Udhampur,0.14,75.48,2015.13
2025-06-01,Apple,Udhampur,0.85,94.83,7361.52
2024-11-18,Maize,Udhampur,2.99,69.97,2055.41
2025-04-06,Wheat,Rajouri,0.28,13.79,2187.15
2024-12-27,Apple,Rajouri,9.98,119.69,7292.52
2024-08-16,Wheat,Udhampur,5.56,11.47,2177.58
2025-09-16,Maize,Rajouri,7.94,116.66,1908.94
2024-01-07,Apple,Kathua,1.92,135.06,7310.83
